3320;"манхеттенское расстояние"
3319;"угол между векторами"
3318;"скалярное произведение векторов"
3317;"манхеттенское расстояние"
3316;"Как вычислить скалярное произведение двух векторов в произвольном (неортогональном) базисе"
3315;"что такое скалярное произведение векторов?"
3314;"Как связаны между собой норма и метрика"
3313;"Норма векторного пространства"
3312;"Что такое манхеттенское расстояние"
3311;"Что такое метрика векторного пространства"
3310;"Какие вектора называются линейно-зависимыми?"
3309;"Как перейти от векторов к их координатам"
3308;"Откуда берутся координаты вектора"
3307;"теорема об изоморфизме векторных пространств"
3306;"Что такое изоморфизм векторных пространств"
3305;"Что означает, что линейное пространство конечномерно?"
3304;"Что такое базис векторного пространства."
3302;"Что такое размерность векторного пространства."
3301;"А есть какой-нибудь пример векторного пространства, кроме геометрических векторов."
3300;"Какая алгебраическая структура называется векторным пространством?"
3299;"какими свойствами обладает скалярное произведение"
3298;"Что такое поле чисел?"
3297;"что такое евклидово пространство"
3296;"как задать норму и расстояние через скалярное произведение"
3295;"что такое евклидово пространство"
