384;"Данный форум не предназначен для решения организационных вопросов. Вы можете с этим вопросом и со всеми вопросами по сдаче экзамена и получения нужной оценки обратиться к преподавателю в Орг. форуме или посмотреть технологическую карту дисциплины."
374;"Опр. Подпространством линейного пространства V над полем Р называется любое его подмножество L, которое само является пространством относительно введенных в V операций сложения и умножения на элементы из поля Р.Опр. Говорят, что непустая система векторов А пространства V порождает подпространство L, если L совпадает с множеством всевозможных линейных комбинаций векторов из АПодпространство L = называют также линейной оболочкой системы А, а также подпространством (п/п), натянутым на систему векторов А."
405;"27. Рассмотрим n-мерное ВП и два базиса в нем – старый e=(e1,..,en) и новый f=(f1,..,fn). Новые базисные вектора fi можно представить как линейные комбинации старых базисных векторов e1,..,en. Обозначим коэффициенты разложения или координаты i-го нового базисного вектора fi в старом базисе через t[1,i],t[2,i],…,t[n,i]. Можно из этих коэффициентов разложения сформировать матрицу перехода T и записать символическую систему уравнений, связывающую новый и старый базис  f = e * T  или   (f1,..,fn) = (e1,..,en) * T Обратите внимание, что в матрице T именно столбец матрицы перехода соответствует координатам соответствующего нового базисного вектора.   Запомним, что эта матрица Т называется матрицей перехода от нового базиса к старому. Странно, почему так? Ведь мы новые базисные вектора выражали через старые и хотим перейти к новому базису. А получилась матрица перехода от нового к старому? Да, именно так. Потому как старые координаты вектора х получаются умножением матрицы Т на новые координаты. А вот обратная к ней матрица будет матрицей перехода от старого к новому базису. И, если столбец матрицы Т соответствовал координатам нового б.в. в старом базисе, то обратная матрица будет содержать в столбце координаты б.в. Из старого базиса в новом. "
343;"Мы будем говорить, что линейное пространство конечномерно, если либо оно состоит только из нулевого вектора, и тогда мы будем называть это пространство нольмерным, либо, если у него есть базис из конечного количества векторов. Все остальные пространства мы будем называть бесконечномерными пространствами. Двумерное и трехмерное векторные пространства конечномерные. Мы уже видели, что у двумерного векторного пространства есть базис из векторов (1; 0) (0; 1), а у трехмерного векторного пространства аналогичный есть базис из векторов с координатами (1; 0; 0) (0; 1; 0) и (0; 0; 1). Не любое пространство является конечномерным. Например, пространство всех функций на множестве вещественных чисел является бесконечномерным, оно очень большое. Мы будем говорить, мы будем считать, что базис нольмерного пространства состоит из пустого множества векторов, в принципе, можно было поступить по-разному, но нам удобнее говорить так."
372;"Неравенство Коши-Буняковского (x,y)*(x,y) "
378;"27. Процедура ортогонализации базиса (ее называют процедурой ортогонализации Грама-Шмидта или методом Грама-Шмидта) является итерационной и состоит в добавлении на каждом шаге нового ортогонального со всеми предыдущими уже найденными базисными векторами вектора. И затем его нормирования. Т.е. на каждом шаге мы добавляем вектор, который образует ортонормированную систему векторов с ранее найденными векторами. Т.е. если на входе имеем совокупность линейно-независимых векторов, то на выходе имеем ортонормированную систему векторов, которая, как мы уже знаем, тоже является линейно-независимой. Давайте рассмотрим подробнее процедуру, по шагам. И проиллюстрируем ее примером.  Пусть f – некоторый базис в n-мерном евклидовом пространстве. Построим на его основе новый ортонормированный базис E.  В качестве 1-го вектора возьмем вектор f1 и просто отнормируем его, т.е. сделаем его вектором единичной длины e1 = f1/|f1|.  Следующий вектор ортонормированного базиса найдем так. Построим векторную проекцию вектора f2 на вектор e1. И вычтем ее из вектора f2. Получим вектор, ортогональный вектору e1: e2 = f2 - (f2, e1)*e1. Этот вектор e1 будет ортогонален вектору e1. Т.е. именно то, что нам надо. Далее просто отнормируем его: e1=e1/|e1|. Числовую проекцию вектора на вектор мы уже умеем находить, чтобы получить векторную проекцию, надо умножить числовую проекцию на орт, сонаправленный с вектором e1. Но e1 и так есть орт. Поэтому скалярное произведение f2 на e1 просто домножим на e1.  Следующий вектор e3 найдем аналогично - вычтем из него его проекцию на плоскость ортонормированных векторов P(e1,e2): e3 = f3 - (f3, e1)*e1 - (f3, e2)*e2 и отнормируем его: e3 = e3 / |e3| и так далее ... После n шагов мы получаем n ортонормированных векторов e1, e2, ..., en "
380;"В ортонормированном базисе нам не надо решать СЛАУ, чтобы найти координаты вектора. Надо просто найти проекцию вектора на новые базисные вектора. Т.е. координаты вектора x в ортонормированном базисе (e1,e2,...,en) вычисляются как скалярное произведение вектора x и базисных векторов: x[i] = (x, ei). В ортогональном базисе надо учесть длину вектора - разделить скалярное произведение векторов x и ei на длину ei:x[i] = (x, ei) / |ei|. "
360;"Давайте введем еще одну важную функцию на ВП – норму. Норма – это некоторое обобщение понятие длины или величины вектора. Итак, норма – это функция, определенная на всем ВП, которая ставит в соответствие произвольному вектору некоторое число, обладающая следующими свойствами: Норма вектора равна нулю тогда и только тогда, когда вектор нулевой. Вполне естественное требование, чтобы ненулевой вектор имел ненулевую длину. Неравенство треугольника – длина любой стороны треугольника (x + y) – это вектор замыкающий треугольник, составленный из векторов x,y Числовой множитель из-под знака нормы выносится под модулем. Это тоже понятно. Неважно, умножаем мы вектор на 2 или на (-2) его длина увеличится в 2 раза. Опять же имеем важное следствие из этих аксиом (требований).  Это неотрицательность нормы для всех векторов. Важное следствие для определения длины или меры, оценивающей величину вектора."
406;"Рассмотрим теперь произвольный вектор х. У него имеются координаты как в старом, так и в новом базисе. Мы хотим найти между ними связь.  Итак, рассмотрим представление вектора х в новом базисе.  x = (e1’,…,en’)*(x1’,…,xn’)^T Мы можем представить символически это через произведение двух матриц-векторов – вектор-строка координат и вектор-столбец базисных векторов (б.в.). Воспользуемся матрицей перехода t от нового базиса к старому и выразим новые базисные вектора e1’,…,en’ через старые базисные вектора и матрицу t: (e1’,…,en’) = (e1,…,en) * T Тогда получим, что вектор x можно выразить через новые и старые б.в. таким образом: x  = (e1,…,en)*(x1,…,xn)^T = (e1’,…,en’)*(x1’,…,xn’)^T = (e1,…,en) * T * (x1’,…,xn’)^T Мы получили уравнение, в котором слева и справа записано разложение вектора х по базисным векторам e1,…,en. Но ведь разложение по базису единственно, значит координаты слева и справа совпадают. Получаем СЛАУ относительно координат.   (x1,…,xn)^T = T * (x1’,…,xn’)^T Запомним, что эта матрица Т называется матрицей перехода от нового базиса к старому. Странно, почему так? Ведь мы новые базисные вектора выражали через старые и хотим перейти к новому базису. А получилась матрица перехода от нового к старому? Да, именно так. Потому как старые координаты вектора х получаются умножением матрицы Т на новые координаты. А вот обратная к ней матрица будет матрицей перехода от старого к новому базису. И, если столбец матрицы Т соответствовал координатам нового б.в. в старом базисе, то обратная матрица будет содержать в столбце координаты б.в. Из старого базиса в новом. "
334;"Давайте введем понятие абстрактного векторного пространства над полем чисел. Итак абстрактным векторным пространством над некоторыми полем К называется алгебраическая структура, содержащая произвольное множество каких-то элементов V, на котором задана бинарная операция сложения: паре элементов из V ставить в соответствие также элемент из V. Элементы из V будем называть векторами. Также задана операция умножения числа из К на вектор, результатом произведения которых есть вектор, причём введенные операции сложения векторов и умножения вектор на число удовлетворяет следующим аксиомам: множество V является абелевой группой относительно операции сложения. Как мы уже знаем это означает что сложение удовлетворяет четырём свойствам - в том числе существует нейтральный элемент, то есть нулевой вектор. Вторая группа свойств говорит нам о дистрибутивности умножения числа на вектор относительно сложения векторов и относительно сложения чисел. Следующее свойство - это ассоциативность умножения на вектор и умножения чисел. И последнее свойство - свойство унитарности, то есть произведение числовой единицы на любой вектор равно этому вектору."
356;"При решении многих практических задач нам нужно оценивать расстояние. Давайте посмотрим каким образом мы можем ввести функцию расстояния между векторами или метрику, и как мы можем оценивать длины или нормы векторов. Задать метрику в векторном пространстве – значит задать отображение, т.е. всюду определенную функцию, которая паре векторов из ВП ставит в соответствие число и при этом должны выполняться важные свойства, а именно: Расстояние между векторами x и y тогда и только тогда равно нулю, если эти вектора равны. Думаю, что это совершенно логичное требование. Симметричность расстояния. Неважно мы меряем расстояние от x до y или наоборот. Тоже вполне понятное требование Неравенство треугольника - расстояние между любыми векторами x и z должно быть меньше или равно сумме расстояния от x до y и  от y до z. Действительно давайте нарисуем картинку… И тогда мы увидим, что это известное свойство длин сторон треугольника – длина любой стороны меньше или равна сумме длин остальных сторон. Также нам очень важно свойство, вытекающее из аксиом расстояния – то, что расстояние между любыми двумя векторами больше нуля (или равно нулю, если они одинаковы). Это совершенно естественное требование для расстояния. Но давайте рассмотрим док-во этого свойства."
331;"Это поле рациональных чисел, с которыми мы фактически и работаем на компьютере, производя вычисления, т.к. иррациональные числа мы можем только обозначать или рассматривать как пределы последовательностей рациональных чисел. Но тем не менее, мы всегда подразумеваем, что мы работаем с полем вещественных или действительных чисел, т.е. мысленно мы добавляем к дробно-рациональным числам все иррациональные числа. Также числовым полем является поле комплексных чисел."
336;"Кроме геометрических векторов - направленных отрезков в двухмерном и трехмерном пространстве в качестве примера ВП можно рассмотреть множество функций, определенных на отрезке с операцией сложения и умножения на число, взятого, например, из поля вещественных чисел. Как мы знаем из курса школьной математики, функции можно складывать и получится тоже функция, определенная на этом же отрезке, существует нулевая функция и для каждой функции можно построить противоположную ей по знаку. Функцию можно умножать на число и также получится функция. И все аксиомы ВП выполняются. Таким образом функцию можно считать таким же вектором, как и направленные отрезки. Также мы можем привести пример так называемого координатного ВП. Мы с ним уже знакомы. В качестве н-ок чисел мы можем рассматривать строки и столбцы. Мы тоже для них использовали термин вектора, когда вводили матрицы. Сложение столбцов (строк) и умножение на число из вещественного поля, например, обладает всеми нужными нам свойствами. Это ВП для нас тем более важно, что мы именно с ним и работаем при анализе многомерных данных."
341;"Базисом линейного пространства называется такой набор векторов, через линейные комбинации которого представляется единственным образом любой вектор линейного пространства. Например, векторы (1; 0) и (0; 1) являются базисом двумерного пространства. Действительно, любой вектор с координатами x и y выражаются как x умножить на вектор (1; 0) плюс y умножить на вектор (0; 1). С другой стороны, то же линейное пространство, то же двумерное пространство, обладает базисом таким. Возьмем два вектора с координатами (1; 1) и (-1; 1). Эти два вектора тоже являются базисом линейного пространства. Несложно заметить, что любой вектор выражается как линейная комбинация этих двух векторов и выражается единственным образом. Давайте посмотрим, какие примеры не базисов, примеры наборов векторов, которые не являются базисом пространства. Давайте посмотрим на трехмерное векторное пространство. В трехмерном векторном пространстве у каждого вектора есть три координаты. Набор векторов (1; 0; 0) и (0; 1; 0) не является базисом этого пространства. Действительно, какую линейную комбинацию этих векторов мы ни возьмем, с какими коэффициентами мы ни сложим, мы никак не получим вектор с координатами (0; 0; 1), единичку мы получить никак не можем, потому что как ни складывай два нуля, все время получится 0. Приведем пример не базиса на плоскости. Давайте посмотрим на набор векторов (0; 1), (1; 1) и (1; 0). Этот набор векторов не является базисом. Конечно, любой вектор является линейной комбинацией этих трех векторов, но мы могли обойтись и без вектора (1; 1). Векторы (1; 0) и (0; 1) уже образуют базис линейного пространства, двумерного векторного пространства. Вектор (1; 1) и выглядит лишним на наш вкус, и действительно легко привести пример вектора, который не единственным образом выражается через эти три вектора. А на самом деле, любой вектор на плоскости через эти три вектора можно выразить многим количеством способов, не единственным образом, здесь нарушается единственность. (Редактировал(а) Нехаев Игорь Николаевич [https://mooped.net/user/view.php?id=7&course=308] - Понедельник, 26 июля 2021, 17:25) "
337;"Мы ввели понятие абстрактного ВП. И уже начали понимать, что под ВП можно понимать множества достаточно разной природы. Это и направленные отрезки, энки чисел, функции, многочлены, матрицы, последовательности, тензоры. Т.е. под векторами мы понимаем элементы векторного пространства. Нам очень важно научиться работать с векторами разной природы и производить вычисления с ними на компьютерах."
353;"Давайте обобщим понятие линейно (не)зависимости на вектора из произвольного ВП. Говорят, что вектора e1,…,en являются линейно-зависимыми, если найдутся такие числа a1,a2,…an, не все равные 0, такие что сумма a1*e1+a2*e2+…+an*en = 0. Т.е. найдется их линейная комбинация, равная нулевому вектору и при этом не все коэффициенты это линейной комбинации равны 0. Если вместо абстрактных векторов мы подставим энки чисел, например в виде столбцов, то получим хорошо уже нам известное определение."
345;"Давайте дадим определение изоморфизма. Опр. Изоморфизм (от др.-греч. — «равный, одинаковый, подобный» и — «форма»): взаимообратное отображение (биекция) между двумя множествами, наделёнными структурой, называется изоморфизмом, если оно сохраняет эту структуру. Если между такими структурами существует изоморфизм, то они называются изоморфными. Изоморфизм всегда задаёт отношение эквивалентности на классе таких структур."
351;"Базис линейного пространства это аналог системы координат в привычной жизни, в евклидовом пространстве. Мы в жизни часто используем термин «размерность». Мы считаем, что плоскость двумерна, а пространство, в котором мы живем, трехмерно. На плоскости мы привыкли, что есть две координаты, в математике x и y обычно их называют. В обычной жизни это длина и ширина, например. Когда мы выходим в трехмерное пространство, у нас появляется три координаты, x, y и z. Это означает, что мы всегда сможем перейти от вектора произвольной природы v к его координатам, т.е. к энкам чисел и работать с ними в компьютере. Как это сделать? Необходимо выбрать базис e1,e2,..,en и представить данный вектор v в виде линейной комбинации базисных векторов: v= a1*e1 + a2*e2+..+an*en. Это представление существует и единственно, если e1,e2,..,en является базисом. Коэффициенты a1,a2,..,an - и будут координатами данного вектора v в этом базисе. После получения координат вектора – энки чисел - мы сможем совершить обратное преобразования энки чисел в вектор произвольной природы, вычислив линейную комбинацию (л.к.) базисных векторов."
366;"Давайте рассмотрим пример расчета скалярного произведения векторов в произвольном базисе. Пусть нам каким-то образом стало известно скалярное произведение между векторами. Это частый случай при решении геометрических задач. здесь используется школьный прием - задание угла между векторами. зная угол и длины векторов, можем найти скалярное произведение. Но мы пока еще не знаем как связаны между собой угол и скалярное произведение в произвольных векторных пространствах, поэтому будем считать, что нам известно сразу скалярное произведение. Найдем скалярное произведение двух векторов х и у, если известны их координаты в заданном базисе (a,b). Составим матрицу ј, вектора координат. Умножим и получим скалярное произведение векторов. Видим, что полученное число значительно отличается от того, чтобы мы получили бы простым перемножением векторов координат без матрицы ј. В векторной форме это выглядит достаточно симпатично (проверьте), но позвольте, вместо просто скалярного произведения энки координат вектора x на энку координат вектора y, как мы обычно ранее считали, мы получили матрицу ј между ними, ij-й элемент которой равен скалярному произведению соответствующих базисных векторов. Эта матрица, судя по всему, квадратная, с положительным следом, даже с положительными числами на диагонали (базисные вектора ненулевые и скалярное произведение их на себя должно быть строго положительно), она симметричная. Таким образом надо в начале определить n*(n+1)/2 скалярных произведений базисных векторов между собой и после этого мы можем построить матрицу ј и находить скалярное произведение остальных векторов, зная их координаты и найденную матрицу ј."
364;"Функция, которая произвольной паре векторов ставит в соответствие вещественное число называется скалярным произведением векторов, если при этом выполняются 4 аксиомы: коммутативность произведения линейность скалярного произведения относительно умножения на число - числовой коэффициент при векторе может выноситься за знак скалярного произведения как числовой множитель, причем неважно - это коэффициент при первом или втором векторе - произведение ведь коммутативно. Дистрибутивность скалярного произведения относительно операции сложения векторов или свойство аддитивности. Неотрицательность скалярного произведения вектора на самого себя. При этом скалярное произведение вектора x на самого себя равно нулю тогда и только тогда, когда x - нулевой вектор чуть позже мы рассмотрим некоторый общий способ задания функции скалярного произведения."
347;"Теорема. Любые два конечномерных ВП с одинаковой размерностью  изоморфны. Теперь мы можем доказать теорему о том, что любые два конечномерных ВП с одинаковой размерностью - изоморфны. Само док-во приводить не будем. Рассмотрим схему док-ва. Пусть имеется два ВП с одинаковой dim(V1)=dim(V2)=n. В каждом ВП выбираем какой-то базис и фиксируем его между векторами ВП и его координатами можно установить биекцию в каждом ВП. Т.е. задавая вектор – получаем координаты и наоборот. Т.е., тем самым мы установили биекцию между V1 и координатным ВП обозначим ее через F1 и между V2 и координатным ВП, обозначим ее через F2. Воспользуемся сконструированными биекциями и установим теперь биекцию между векторами V1 и V2 следующим образом: F = inv(F2)*F1. Т.е. сначала мы ставим в соответствие произвольному вектору v1 из V1 его координаты, а затем по этим координатам строим вектор уже в V2. Осталось проверить сохраняется ли данная биекция при выполнении операций. Легко показать, что сохраняется, т.к. все действия с одними векторами мы можем перенести в координатное ВП и там хорошо видно, что независимо от базиса мы можем оперировать с координатами векторов отдельно. И по необходимости превращать их в соответствующий вектор в V1 или в V2. Что же для нас значит теорема о том, что любые два конечномерных ВП с одинаковой размерностью - изоморфны? Она дает нам возможность всегда переходить и работать только с координатным числовым ВП, с энками чисел. И при этом моделировать выполнение операции над геометрическими векторами, над полиномами, функциями, изображениями, объектами произвольной природы, для которых можно задать требуемые операции и свойства. Фактически, мы уже ввели основу для построения изоморфизма ВП, когда сказали, что можно построить взаимно-однозначное отображение между вектором и его координатами при фиксированном базисе. Сейчас мы воспользуемся этим, чтобы доказать важную теорему об изоморфизме между ВП одинаковой размерности."
327;"Векторные пространства, в которых задано скалярное произведение называются евклидовыми. И как мы понимаем, евклидовы пространства являются нормированными и метрическими пространствами. т.е. мы можем там и мерять длины вектора и расстояние между векторами. более того, в таких пространствах мы можем строить очень полезные ортонормированные базисы."
